CANADA ENERGY REGULATOR - REGULATORY INSTRUMENTS REPORT - SEPTEMBER 2014 TO 30 SEPTEMBER 2019,,,,,,,,,,,,,,
File Number,"Regulatory 
Instrument 
Number",Issued To Company,"Board 
Item Identifier",,"Issued 
Date","Effective 
Date","Expire 
Date",Sunset Date,"Gic 
Approval 
Required","Sent To
Minister 
Date","Minister To 
Privy Council 
Office Date","Privy Council
Office Approval 
Number","Privy Council 
Office Approval 
Date","Reg Docs 
Number"
OF-Fac-PipeGen-T260 01,Letter,Trans Mountain Pipeline ULC,,2/12/2015,2/12/2015,2/12/2015,,,No,,,,,A66073
OF-EI-Gas-GO-R154 01,GO-016-2015,Royal Bank of Canada - Banque Royale du Canada,150211.2,2/11/2015,2/11/2015,3/1/2015,2/28/2017,,No,,,,,A66047
OF-EI-Gas-GO-R154 01,GO-017-2015,Royal Bank of Canada - Banque Royale du Canada,150211.2,2/11/2015,2/11/2015,3/1/2015,2/28/2017,,No,,,,,A66047
OF-Surv-OpAud-T211-2013-2014 01,Letter,TransCanada PipeLines Limited,150206.1,2/11/2015,2/11/2015,2/11/2015,,,No,,,,,
OF-EI-Gas-GO-S833 01,GO-014-2015,Spark Energy Canada Corporation,150211.1,2/11/2015,2/11/2015,2/11/2015,2/10/2017,,No,,,,,A66051
OF-EI-Gas-GO-S833 01,GO-015-2015,Spark Energy Canada Corporation,150211.1,2/11/2015,2/11/2015,2/11/2015,2/11/2017,,No,,,,,A66051
OF-Fac-Oil-E101-2014-01 01,OPLO-E101-001-2015,Enbridge Pipelines Inc.,150210.1,2/10/2015,2/10/2015,2/10/2015,,,No,,,,,A65981
OF-EI-Gas-GL-W159-2014-01 01,Letter,WesPac Midstream-Vancouver LLC,,2/9/2015,2/10/2015,2/10/2015,,,No,,,,,A65968
OF-Fac-Gas-C568-2014-01 01,XG-C568-005-2015,Champion Pipe Line Corporation Limited,150210.3,2/10/2015,2/10/2015,2/10/2015,,2/11/2017,No,,,,,A66048
OF-Fac-Oil-T260-2014-07 01,MO-002-2015,Trans Mountain Pipeline ULC,150210.2,2/10/2015,2/10/2015,2/10/2015,,,No,,,,,A65981
OF-Fac-Gas-C298-2014-02 01,AO-004-XG-M94-59-94,Canadian Natural Resources Limited,150209.1,2/9/2015,2/9/2015,2/9/2015,,,No,,,,,A65944
OF-Fac-Oil-E101-2012-10 02,MO-001-2015,Enbridge Pipelines Inc.,,2/6/2015,2/6/2015,2/6/2015,,,No,,,,,A65779
OF-Fac-Gas-N081-2013-03 01,GPLO-N081-001-2015,NOVA Gas Transmission Ltd.,150206.3,2/6/2015,2/6/2015,2/6/2015,,,No,,,,,A65795
OF-EI-Gas-GO-C960 01,GO-012-2015,Castleton Commodities Merchant Trading L.P.,150206.2,2/6/2015,2/6/2015,3/7/2015,3/6/2017,,No,,,,,A65793
OF-EI-Gas-GO-C960 01,GO-013-2015,Castleton Commodities Merchant Trading L.P.,150206.2,2/6/2015,2/6/2015,3/7/2015,3/6/2017,,No,,,,,A65793
OF-Tolls-Group1-E102-2013-01 01,Letter,Enbridge Pipelines (NW) Inc.,,2/2/2015,2/6/2015,2/6/2015,,,No,,,,,A65788
OF-Tolls-Group2-S383-AFS 01,Letter,Spectra Energy Midstream Canada Partner Corporation,150206.4,2/6/2015,2/6/2015,2/6/2015,,,No,,,,,A65794
OF-Fac-Gas-W102-2014-07 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",150204.2,2/4/2015,2/4/2015,2/4/2015,,,No,,,,,A65734
OF-Fac-Oil-E101-2013-05 01,AO-003-XO-E101-017-2013,Enbridge Pipelines Inc.,150203.1,2/3/2015,2/3/2015,2/3/2015,,,No,,,,,A65707
OF-Fac-Gas-N081-2011-05 03,Letter,NOVA Gas Transmission Ltd.,150202.2,2/3/2015,2/3/2015,2/3/2015,,,No,,,,,A65709
OF-Fac-Oil-E101-2013-09-Leg 01,Letter,Enbridge Pipelines Inc.,150204.1,2/3/2015,2/3/2015,2/3/2015,,,No,,,,,A65764
OF-Tolls-Group1-N081-2014-02 01,TG-001-2015,NOVA Gas Transmission Ltd.,150130.3,2/2/2015,2/2/2015,2/2/2015,,,No,,,,,A65710
OF-EI-Gas-PB-ST-B235 01,RO-EPR-040-2015,Burnwell Gas of Canada Ltd.,150130.1,1/30/2015,1/30/2015,1/30/2015,1/30/2015,,No,,,,,A65656
OF-Fac-NOMA-W102-2013 02,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",150130.2,1/30/2015,1/30/2015,1/30/2015,,,No,,,,,A65648
OF-EI-Gas-GL-W160-2014-01 01,Letter,Woodside Energy Holdings Pty Ltd.,,1/23/2015,1/29/2015,1/29/2015,,,No,,,,,A65596
OF-EI-Oil-ST-A782 01,ROE-167-2015,Arbutus Point Marine Ltd.,150129.1,1/29/2015,1/29/2015,1/29/2015,12/31/2015,,No,,,,,A65603
OF-EI-Gas-GO-S297 01,GO-010-2015,Southern California Gas Company (SoCal),150128.2,1/28/2015,1/28/2015,1/28/2015,1/31/2017,,No,,,,,A65563
OF-EI-Gas-GO-S398 01,GO-009-2015,Saranac Power Partners L.P.,150128.1,1/28/2015,1/28/2015,1/28/2015,1/27/2017,,No,,,,,A65556
OF-EI-Gas-GO-S312 01,GO-008-2015,St. Lawrence Gas Company Inc.,150127.1,1/27/2015,1/27/2015,1/27/2015,,,No,,,,,A65551
OF-Tolls-Group2-P384-FinAud 01,Letter,Plains Midstream Canada ULC,150127.2,1/27/2015,1/27/2015,1/27/2015,,,No,,,,,A65565
OF-Fac-Gas-N081-2014-11 01,XG-N081-003-2015,NOVA Gas Transmission Ltd.,150127.3,1/27/2015,1/27/2015,1/27/2015,,,No,,,,,A65564
OF-Fac-Oil-T246-2007-03 07,AO-007-XO-T246-04-2008,Trans Mountain Pipeline ULC,150126.1,1/26/2015,1/26/2015,1/26/2015,,,No,,,,,A65534
OF-Fac-Oil-T260-2013-04 01,Letter,Trans Mountain Pipeline ULC,150126.2,1/26/2015,1/26/2015,1/26/2015,,,No,,,,,A65535
OF-Fac-Oil-T260-2014-03 01,AO-001-XO-T260-011-2014,Trans Mountain Pipeline ULC,150126.3,1/26/2015,1/26/2015,1/26/2015,,,No,,,,,A65537
OF-EI-Gas-GO-E086 01,GO-007-2015,ExxonMobil Canada Ltd.,150123.2,1/23/2015,1/23/2015,1/23/2015,,,No,,,,,A65516
OF-Fac-Gas-N081-2013-19 01,AO-001-XG-N081-007-2014,NOVA Gas Transmission Ltd.,150123.1,1/23/2015,1/23/2015,1/23/2015,,,No,,,,,A65517
OF-Fac-Gas-W102-2014-07 01,XG-W102-002-2015,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",150123.3,1/23/2015,1/23/2015,1/23/2015,,1/23/2016,No,,,,,A65518
OF-EI-Gas-GL-Q027-2014-01 01,Letter,Quicksilver Resources Canada Inc.,,1/21/2015,1/22/2015,1/22/2015,,,No,,,,,A65503
OF-Fac-Gas-N081-2014-18 01,Letter,NOVA Gas Transmission Ltd.,150121.1,1/21/2015,1/21/2015,1/21/2015,,,No,,,,,A65497
OF-Fac-Gas-N081-2014-19 01,Letter,NOVA Gas Transmission Ltd.,150119.2,1/19/2015,1/19/2015,1/19/2015,,,No,,,,,A65472
OF-Surv-CrossGuid-P758 01,Letter,Pine Cliff Border Pipelines Limited,150119.1,1/19/2015,1/19/2015,1/19/2015,,,No,,,,,A65471
OF-EI-Gas-GOL-F152 01,GOL-002-2015,Freepoint Commodities LLC,150116.1,1/16/2015,1/16/2015,1/16/2015,,,No,,,,,A65461
OF-Fac-Oil-E101-2014-01 01,Letter,Enbridge Pipelines Inc.,150115.2,1/15/2015,1/15/2015,1/15/2015,,,No,,,,,A65381
OF-Surv-OpAud-P102-2009-2010 01,SO-P384-001-2015,Plains Midstream Canada ULC,,1/15/2015,1/15/2015,1/15/2015,,,No,,,,,
OF-Tolls-Group1-E101-2014-03 01,Letter,Enbridge Pipelines Inc.,150115.1,1/15/2015,1/15/2015,1/15/2015,,,No,,,,,A65383
OF-Fac-Oil-E101-2014-15 01,XO-E101-001-2015,Enbridge Pipelines Inc.,150114.2,1/14/2015,1/14/2015,1/14/2015,,1/16/2016,No,,,,,A65392
OF-Tolls-TollsGen-RRCE 09,Letter,Enbridge Pipelines Inc.,150114.1,1/14/2015,1/14/2015,1/14/2015,,,No,,,,,A65394
OF-EI-Gas-GOL-H123 01,GOL-001-2015,"Hess Energy Trading Company, LLC",150113.1,1/13/2015,1/13/2015,1/13/2015,,,No,,,,,A65349
OF-EI-Gas-GO-S386 01,GO-006-2015,Shell Energy North America (Canada) Inc.,150112.2,1/12/2015,1/12/2015,2/27/2015,2/26/2017,,No,,,,,A65339
OF-Fac-Gas-N081-2014-21 01,Letter,NOVA Gas Transmission Ltd.,150112.1,1/12/2015,1/12/2015,1/12/2015,,,No,,,,,A65347
OF-Fac-Gas-T201-2014-02 01,Letter,Trans QuÇbec and Maritimes Pipeline Inc.,141216.2,1/11/2015,1/11/2015,1/11/2015,,,No,,,,,A65085
OF-Fac-Gas-N081-2011-05 03,Letter,NOVA Gas Transmission Ltd.,150109.1,1/9/2015,1/9/2015,1/9/2015,,,No,,,,,A65334
OF-Fac-Gas-C568-2014-01 01,Letter,Champion Pipe Line Corporation Limited,150108.2,1/8/2015,1/8/2015,1/8/2015,,,No,,,,,
OF-Fac-Gas-N081-2014-14 01,XG-N081-001-2015,NOVA Gas Transmission Ltd.,150108.1,1/8/2015,1/8/2015,1/8/2015,,1/12/2016,No,,,,,A65329
OF-EI-Oil-ST-C976 01,ROE-166-2015,Canadian Advantage Petroleum Corporation,150107.3,1/8/2015,1/8/2015,1/8/2015,12/31/2016,,No,,,,,A65314
OF-EI-Gas-GO-C917 01,GO-004-2015,Citigroup Energy Canada ULC,150107.2,1/7/2015,1/7/2015,3/23/2015,3/22/2017,,No,,,,,A65308
OF-EI-Gas-GO-C917 01,GO-005-2015,Citigroup Energy Canada ULC,150107.2,1/7/2015,1/7/2015,3/23/2015,3/22/2017,,No,,,,,A65308
OF-Fac-Oil-E101-2014-10 01,OPSO-E101-001-2015,Enbridge Pipelines Inc.,150107.1,1/7/2015,1/7/2015,1/7/2015,,,No,,,,,A65307
OF-EI-Gas-GO-B256 01,GO-003-2015,Brookfield Energy Marketing Inc. and/et Brookfield Energy Marketing Inc. as General Partner on behalf of/en tant que commanditÇ au nom de Brookfield Energy Marketing LP,150106.1,1/6/2015,1/6/2015,3/1/2015,2/28/2017,,No,,,,,A65287
OF-EI-Gas-GO-M727 01,GO-001-2015,Maritimes NG Supply Limited Partnership,150106.2,1/6/2015,1/6/2015,1/7/2015,1/6/2017,,No,,,,,A65290
OF-EI-Gas-GO-M727 01,GO-002-2015,Maritimes NG Supply Limited Partnership,150106.2,1/6/2015,1/6/2015,1/7/2015,1/6/2017,,No,,,,,A65290
OF-Fac-Gas-N081-2014-18 01,Letter,NOVA Gas Transmission Ltd.,141231.1,12/31/2014,12/31/2014,12/31/2014,,,No,,,,,A65266
OF-Tolls-Group1-E101-2014-03 01,Letter,Enbridge Pipelines Inc.,141230.1,12/30/2014,12/30/2014,12/30/2014,,,No,,,,,A65262
OF-Fac-Oil-E101-2014-10 01,OPSO-E101-042-2014,Enbridge Pipelines Inc.,141229.1,12/29/2014,12/29/2014,12/29/2014,,,No,,,,,A65249
OF-EI-Gas-GO-J206 01,GO-192-2014,JD Irving Limited,141224.1,12/24/2014,12/24/2014,1/1/2015,12/31/2016,,No,,,,,A65245
OF-EI-Gas-GO-J206 01,GO-193-2014,JD Irving Limited,141224.1,12/24/2014,12/24/2014,1/1/2015,12/31/2016,,No,,,,,A65245
OF-AF-SAC 04,TGI-015-2014,National Energy Board,,12/23/2014,12/23/2014,12/23/2014,,,No,,,,,A65238
OF-Fac-Gas-N081-2014-17 01,Letter,NOVA Gas Transmission Ltd.,141222.1,12/23/2014,12/23/2014,12/23/2014,,,No,,,,,A65226
OF-Fac-Oil-E101-2012-11 03,Letter,Enbridge Pipelines Inc.,141222.2,12/22/2014,12/22/2014,12/22/2014,,,No,,,,,A65202
OF-EI-Gas-GL-C967-2014-01 01,Letter,Cedar 1 LNG Export Ltd.,,12/16/2014,12/22/2014,12/22/2014,,,No,,,,,A65207
OF-EI-Gas-GL-C967-2014-01 01,Letter,Cedar 1 LNG Export Ltd.,,12/16/2014,12/22/2014,12/22/2014,,,No,,,,,A65209
OF-EI-Gas-GL-C967-2014-01 01,Letter,Cedar 1 LNG Export Ltd.,,12/16/2014,12/22/2014,12/22/2014,,,No,,,,,A65210
OF-Surv-CP-C975 01,Letter,ConocoPhillips Canada Operations ULC.,141222.3,12/22/2014,12/22/2014,12/22/2014,,,No,,,,,
OF-Fac-Oil-T246-2007-03 05,Letter,Trans Mountain Pipeline ULC,141218.4,12/19/2014,12/19/2014,12/19/2014,,,No,,,,,A65176
OF-Surv-Inc-2012 126,AO-001-SG-N081-001-2013,NOVA Gas Transmission Ltd.,,12/18/2014,12/18/2014,12/18/2014,,,No,,,,,
OF-Fac-Oil-T246-2007-03 07,Letter,Trans Mountain Pipeline ULC,,12/18/2014,12/18/2014,12/18/2014,,,No,,,,,A65144
OF-Tolls-Group1-T211-2013-05 01,TGI-001-2014,TransCanada PipeLines Limited,,12/18/2014,12/18/2014,1/1/2015,,,No,,,,,A65156
OF-Tolls-Group1-T211-2013-05 01,TG-010-2014,TransCanada PipeLines Limited,,12/18/2014,12/18/2014,12/18/2014,,,No,,,,,A65156
OF-Fac-Oil-E103-2014-01 01,AO-001-XO-E103-019-2014,Enbridge Pipelines (Westspur) Inc.,141218.5,12/18/2014,12/18/2014,12/18/2014,,,No,,,,,A65155
OF-Fac-Oil-E103-2014-01 01,XO-E103-019-2014 (ERRATUM),Enbridge Pipelines (Westspur) Inc.,141218.5,12/18/2014,12/18/2014,12/18/2014,,,No,,,,,A65155
OF-AF-SAC 04,TGI-005-2014,National Energy Board,,12/17/2014,12/18/2014,1/1/2015,,,No,,,,,A65151
OF-AF-SAC 04,TGI-010-2014,National Energy Board,,12/17/2014,12/18/2014,1/1/2015,,,No,,,,,A65151
OF-AF-SAC 04,TOI-005-2014,National Energy Board,,12/17/2014,12/18/2014,1/1/2015,,,No,,,,,A65151
OF-AF-SAC 04,TOI-006-2014,National Energy Board,,12/17/2014,12/18/2014,1/1/2015,,,No,,,,,A65151
OF-AF-SAC 04,AO-001-TOI-001-2014,National Energy Board,,12/17/2014,12/18/2014,12/17/2014,,,No,,,,,A65151
OF-Fac-Oil-V040-2010-01-RD 07,AO-007-OPL-V040-002-2012,Vantage Pipeline Canada ULC,141218.1,12/18/2014,12/18/2014,12/18/2014,,,No,,,,,A65174
OF-Fac-Oil-V040-2010-01-RD 07,AO-002-OPL-V040-001-2013,Vantage Pipeline Canada ULC,141218.1,12/18/2014,12/18/2014,12/18/2014,,,No,,,,,A65174
OF-EI-Gas-GO-C973 01,RO-GO-178-2014,Cangaz Ventures Inc.,141218.2,12/18/2014,12/18/2014,12/18/2014,,,No,,,,,A65157
OF-Fac-Gas-N081-2014-16 01,Letter,NOVA Gas Transmission Ltd.,141218.3,12/18/2014,12/18/2014,12/18/2014,,,No,,,,,A65166
OF-Fac-Gas-N081-2014-12 01,XG-N081-023-2014,NOVA Gas Transmission Ltd.,141209.6,12/17/2014,12/17/2014,12/17/2014,,12/16/2015,No,,,,,A65112
OF-Tolls-Group1-N081-2014-03 01,TGI-003-2014,NOVA Gas Transmission Ltd.,141217.2,12/17/2014,12/17/2014,1/1/2015,,,No,,,,,A65119
OF-Fac-Gas-N081-2014-16 01,Letter,NOVA Gas Transmission Ltd.,141217.1,12/17/2014,12/17/2014,12/17/2014,,,No,,,,,A65094
OF-Tolls-Group1-W102-2014-03 01,TGI-004-2014,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",141217.3,12/17/2014,12/17/2014,1/1/2015,,,No,,,,,A65118
OF-Tolls-Group1-T201-2014-04 01,TGI-002-2014,Trans QuÇbec and Maritimes Pipeline Inc.,141216.4,12/17/2014,12/17/2014,1/1/2015,,,No,,,,,A65127
OF-EI-Gas-LNG-N724 01,GO-191-2014,"North Dakota LNG, LLC",141217.4,12/17/2014,12/17/2014,12/17/2014,12/16/2016,,No,,,,,A65091
OF-EI-Oil-ST-M277 01,ROE-163-2015,Marathon Oil Canada Corporation,141216.1,12/16/2014,12/16/2014,1/1/2015,12/31/2015,,No,,,,,A65081
OF-EI-Oil-ST-F038 01,ROE-162-2015,Factor Gas Liquids Inc.,141216.1,12/16/2014,12/16/2014,1/1/2015,12/31/2015,,No,,,,,A65080
OF-Fac-Gas-N081-2013-17 01,AO-004-GC-113,NOVA Gas Transmission Ltd.,,12/12/2014,12/16/2014,12/12/2014,,,Yes,10/31/2014,10/31/2014,2014-1473,12/12/2014,A65049
OF-Fac-Gas-N081-2013-17 01,GPSO-N081-005-2014,NOVA Gas Transmission Ltd.,,12/12/2014,12/16/2014,12/12/2014,,,No,,,,,A65049
OF-Fac-Gas-N081-2013-17 01,GPLO-N081-014-2014,NOVA Gas Transmission Ltd.,,12/12/2014,12/16/2014,12/12/2014,,,No,,,,,A65049
OF-Fac-Gas-N081-2013-17 01,GPMO-N081-002-2014,NOVA Gas Transmission Ltd.,,12/12/2014,12/16/2014,12/12/2014,,,No,,,,,A65049
OF-Fac-Gas-N081-2013-17 01,GC-123,NOVA Gas Transmission Ltd.,,9/5/2014,12/16/2014,12/16/2014,,,No,,,,,A4G0S9
OF-EI-Oil-ST-S827 01,ROE-164-2015,Secure Energy Services Inc.,141216.1,12/16/2014,12/16/2014,1/1/2015,12/31/2015,,No,,,,,A65082
OF-Fac-Gas-N081-2014-11 01,Letter,NOVA Gas Transmission Ltd.,141216.3,12/16/2014,12/16/2014,12/16/2014,,,No,,,,,A65063
OF-EI-Oil-ST-N723 01,ROE-165-2015,NGL Crude Canada ULC,141216.1,12/16/2014,12/16/2014,1/1/2015,12/31/2015,,No,,,,,A65084
OF-Surv-Gen-T217 01,AO-002-SO-T217-006-2013,Trans-Northern Pipelines Inc.,141212.1,12/12/2014,12/12/2014,12/12/2014,,,No,,,,,
OF-Gen 02,Letter,Multi Client,141211.1,12/12/2014,12/12/2014,12/12/2014,,,No,,,,,
OF-EI-Gas-PB-ST-S337 01,EBU-040-2014,Stittco Energy Limited,131209.2,12/11/2013,12/11/2014,1/1/2014,12/31/2014,,No,,,,,A56062
OF-Fac-Oil-E101-2014-13 01,MO-130-2014,Enbridge Pipelines Inc.,141211.3,12/11/2014,12/11/2014,12/11/2014,,12/11/2015,No,,,,,A64954
OF-Fac-PipeGen-T211-03 01,Letter,TransCanada PipeLines Limited,141211.2,12/11/2014,12/11/2014,12/11/2014,,,No,,,,,A64952
OF-EP-OA-I047-1210 01,Letter,Imperial Oil Resources N.W.T. Limited,,12/11/2014,12/11/2014,12/11/2014,,,No,,,,,
OF-Surv-OpAud-W102-2010-2011 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",141208.4,12/10/2014,12/10/2014,12/10/2014,,,No,,,,,
OF-EI-Gas-PB-ST-T269 01,EBU-050-2015,Texon Canada ULC,141208.8,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A64948
OF-EI-Oil-ST-U082 01,ROE-145-2015,United Refining Company,141208.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65072
OF-EI-Oil-ST-S184 01,ROE-159-2015,Sinclair Oil Corporation,141209.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65062
OF-EI-Oil-ST-N132 01,ROE-157-2015,NOVA Chemicals (Canada) Ltd.,141209.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65060
OF-EI-Oil-ST-M164 01,ROE-147-2015,MacEwen Petroleum Inc.,141208.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65074
OF-EI-Oil-ST-C926 01,ROE-142-2015,"Canadian Natural Resources by its Managing Partner, 
Canadian Natural Resources Limited",141208.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65068
OF-EI-Oil-ST-S794 01,ROE-150-2015,Statoil Canada Ltd.,141208.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65077
OF-EI-Oil-ST-W081 01,ROE-158-2015,White Arrow Service Stations Inc.,141209.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65061
OF-EI-Oil-ST-C577 01,ROE-143-2015,Chevron Canada Limited,141208.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65069
OF-EI-Oil-ST-E259 01,ROE-149-2015,Enserco Energy LLC,141208.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65076
OF-EI-Oil-ST-B267 01,ROE-146-2015,"Bio-Urja Trading, LLC",141208.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65073
OF-EI-Oil-ST-I169 01,ROE-151-2015,Idemitsu Apollo Corporation,141208.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65078
OF-EI-Gas-PB-ST-C957 01,EPR-063-2015,Crystal Flash Limited Partnership of Michigan,141208.8,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A64947
OF-EI-Oil-ST-E263 01,ROE-160-2015,Envision Resources Ltd. Co.,141209.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65064
OF-EI-Oil-ST-T281 01,ROE-155-2015,"Twin Eagle Resource Management Canada, LLC",141209.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65058
OF-EI-Oil-ST-T291 01,ROE-156-2015,"Twin Eagle Resource Management, LLC",141209.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65058
OF-EI-Oil-ST-E264 01,ROE-153-2015,"Enserco Midstream, LLC",141209.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65056
OF-EI-Oil-ST-A778 01,ROE-148-2015,"Associated Energy Services, LP",141208.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65075
OF-EI-Oil-ST-H133- 01,ROE-144-2015,Hostetler Midstream Consulting LLC,141208.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65070
OF-EI-Oil-ST-L389 01,ROE-161-2015,LOMAC Canada Ltd.,141209.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65065
OF-EI-Oil-ST-G410 01,ROE-154-2015,Gulfstream Trading Ltd.,141209.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65057
OF-EI-Oil-ST-C963 01,ROE-152-2015,Castleton Commodities Canada Inc.,141209.1,12/10/2014,12/10/2014,1/1/2015,12/31/2015,,No,,,,,A65054
OF-Fac-Gas-N081-2014-11 01,Letter,NOVA Gas Transmission Ltd.,141210.1,12/10/2014,12/10/2014,12/10/2014,,,No,,,,,A64902
OF-Fac-Oil-T241-2009-01 02,OPSO-T241-041-2014,TransCanada Keystone Pipeline GP Ltd.,141209.2,12/9/2014,12/9/2014,12/9/2014,,,No,,,,,A64887
OF-EI-Oil-ST-A320 01,ROE-134-2015,Altex Energy Ltd.,141204.2,12/9/2014,12/9/2014,1/1/2015,12/31/2015,,No,,,,,A65058
OF-EI-Oil-ST-M267 01,ROE-141-2015,Murphy Oil Company Ltd.,141204.2,12/9/2014,12/9/2014,1/1/2015,12/31/2015,,No,,,,,A65045
OF-EI-Oil-ST-C931 01,ROE-133-2015,Connacher Oil and Gas Limited,141204.2,12/9/2014,12/9/2014,1/1/2015,12/31/2016,,No,,,,,A65037
OF-EI-Oil-ST-N125 01,ROE-140-2015,Noco Energy Corporation,141204.2,12/9/2014,12/9/2014,1/1/2015,12/31/2015,,No,,,,,A65044
OF-EI-Gas-GO-C955 01,GO-190-2014,"Constellation Energy Gas Choice, Inc.",141209.7,12/9/2014,12/9/2014,3/24/2015,3/23/2017,,No,,,,,A64880
OF-EI-Oil-ST-P748 01,ROE-139-2015,PetroChina International (Canada) Trading Ltd.,141204.2,12/9/2014,12/9/2014,1/1/2015,12/31/2015,,No,,,,,A65043
OF-EI-Oil-ST-V042 01,ROE-132-2015,Vermilion Energy Inc.,141204.2,12/9/2014,12/9/2014,1/1/2015,12/31/2015,,No,,,,,A65035
OF-Surv-Inc-2012 145,Letter,TransCanada PipeLines Limited,141208.7,12/9/2014,12/9/2014,12/9/2014,,,No,,,,,
OF-Fac-Gas-K037-2014-01 01,AO-003-XG-M94-59-94,KEYERA Energy Ltd.,140502.1,12/9/2014,12/9/2014,12/9/2014,,,No,,,,,A64835
OF-EI-Oil-ST-R742 01,ROE-135-2015,Rioenergy Canada Ltd.,141204.2,12/9/2014,12/9/2014,1/1/2015,12/31/2015,,No,,,,,A65039
OF-EI-Oil-ST-T294 01,ROE-138-2015,Tervita LLC,141204.2,12/9/2014,12/9/2014,1/1/2015,12/31/2015,,No,,,,,A65042
OF-EI-Oil-ST-G412 01,ROE-137-2015,"GRIZZLY OIL SANDS, ULC",141204.2,12/9/2014,12/9/2014,1/1/2015,12/31/2016,,No,,,,,A65041
OF-Fac-Oil-T260-2014-06 01,MO-129-2014,Trans Mountain Pipeline ULC,141208.2,12/9/2014,12/9/2014,12/9/2014,,12/9/2015,No,,,,,A64870
OF-Fac-Gas-N081-2014-13 01,XG-N081-022-2014,NOVA Gas Transmission Ltd.,141208.3,12/9/2014,12/9/2014,12/9/2014,,12/9/2015,No,,,,,A64871
OF-Fac-Gas-C298-2014-01 01,AO-003-XG-C357-009-2010,Canadian Natural Resources Limited,141209.5,12/9/2014,12/9/2014,12/9/2014,,,No,,,,,A64881
OF-Fac-Gas-C298-2014-01 01,AO-001-MO-061-2014,Canadian Natural Resources Limited,141209.5,12/9/2014,12/9/2014,12/9/2014,,,No,,,,,A64881
OF-Fac-Gas-C298-2014-01 01,XG-C357-009-2010 (ERRATUM),Canadian Natural Resources Limited,141209.5,12/9/2014,12/9/2014,12/9/2014,,,No,,,,,A64881
OF-Fac-Gas-N081-2014-15 01,Letter,NOVA Gas Transmission Ltd.,141209.3,12/9/2014,12/9/2014,12/9/2014,,,No,,,,,A64889
OF-EI-Oil-ST-M725 01,ROE-136-2015,Mercuria Commodities Canada Corporation,141204.2,12/9/2014,12/9/2014,1/1/2015,12/31/2015,,No,,,,,A65040
OF-EI-Oil-ST-T252 01,ROE-118-2015,"Total Trading and Marketing Canada LP, by its general partner Total Trading Canada Limited",141203.3,12/8/2014,12/8/2014,1/1/2015,12/31/2015,,No,,,,,A65007
OF-EI-Oil-ST-U099 01,ROE-116-2015,U.S. Oil Trading LLC,141203.3,12/8/2014,12/8/2014,1/1/2015,7/31/2015,,No,,,,,A65004
OF-EI-Oil-ST-C418 01,ROE-114-2015,Canada Hibernia Holding Corporation,141203.3,12/8/2014,12/8/2014,1/1/2015,12/31/2015,,No,,,,,A65002
OF-EI-Oil-ST-L382 01,ROE-117-2015,"Lansing Trade Group, LLC",141203.3,12/8/2014,12/8/2014,1/1/2015,12/31/2015,,No,,,,,A65005
OF-EI-Oil-ST-N714 01,ROE-115-2015,NuStar Supply and Trading LLC,141203.3,12/8/2014,12/8/2014,1/1/2015,12/31/2015,,No,,,,,A65003
OF-EI-Oil-ST-R741 01,ROE-112-2015,Rolympus (US) Commodities Group LLC,141203.3,12/8/2014,12/8/2014,1/1/2015,12/31/2015,,No,,,,,A65000
OF-EI-Oil-ST-R743 01,ROE-113-2015,Rolympus (Canada) Commodities Group ULC,141203.3,12/8/2014,12/8/2014,1/1/2015,12/31/2015,,No,,,,,A65001
